,name,reviews.username,reviews.rating,cleanliness,food,comfortable
30559,Dockers Inn,Sarah R,5.0,5,4,5
30560,Dockers Inn,A Traveler,1.0,1,2,2
30561,Dockers Inn,Jack,4.0,5,4,3
30562,Dockers Inn,Jane,3.0,2,4,2
30563,Dockers Inn,Z,5.0,5,5,4
30564,Dockers Inn,Edward,4.0,5,4,3
30565,Dockers Inn,Edward,4.0,3,3,4
30566,Dockers Inn,Tammera,5.0,5,4,4
30567,Dockers Inn,James,4.0,5,4,4
30568,Dockers Inn,FRANK,3.0,3,2,3
30569,Dockers Inn,David,5.0,5,5,5
30570,Dockers Inn,Ricky,4.0,3,4,4
30571,Dockers Inn,Ricky,5.0,5,5,4
30572,Dockers Inn,Retha,5.0,5,5,5
30573,Dockers Inn,A Traveler,5.0,5,5,4
30574,Dockers Inn,Jeffrey,2.0,1,2,3
30575,Dockers Inn,Christopher,1.0,2,2,2
30576,Dockers Inn,A Traveler,4.0,4,4,3
30577,Dockers Inn,A Traveler,4.0,3,5,3
30578,Dockers Inn,A Traveler,5.0,5,5,5
30579,Dockers Inn,A Traveler,5.0,4,5,5
30580,Dockers Inn,Jason,3.0,3,4,2
30581,Dockers Inn,A Traveler,5.0,5,5,4
30582,Dockers Inn,Javier,3.0,3,4,4
30583,Dockers Inn,A Traveler,4.0,5,3,4
30584,Dockers Inn,Mary,4.0,4,5,3
30585,Dockers Inn,Amy,5.0,5,4,5
30586,Dockers Inn,David,5.0,4,5,5
30587,Dockers Inn,David LaMere,5.0,4,5,4
30588,Dockers Inn,Rebecca,2.0,1,1,3
30589,Dockers Inn,A Traveler,3.0,3,3,4
30590,Dockers Inn,Elisha,3.0,2,2,4
30591,Dockers Inn,Brenda,5.0,4,5,4
30592,Dockers Inn,A Traveler,3.0,3,4,2
30593,Dockers Inn,Tabatha,4.0,4,4,4
30594,Dockers Inn,Sonya,5.0,5,4,4
30595,Dockers Inn,Tom,5.0,5,5,5
30596,Dockers Inn,f,4.0,4,5,3
30597,Dockers Inn,Jason,4.0,3,5,5
30598,Dockers Inn,Jason,5.0,5,5,5
30599,Dockers Inn,Matthew,4.0,4,4,5
30600,Dockers Inn,A Traveler,5.0,5,4,5
30601,Dockers Inn,A Traveler,5.0,4,5,5
30602,Dockers Inn,Daveanator,5.0,4,4,5
30603,Dockers Inn,A Traveler,4.0,5,4,5
30604,Dockers Inn,A Traveler,4.0,3,5,5
30605,Dockers Inn,A Traveler,5.0,4,5,4
30606,Dockers Inn,Sean,5.0,5,4,4
30607,Dockers Inn,A Traveler,3.0,2,2,2
30608,Dockers Inn,A Traveler,3.0,2,4,3
30609,Dockers Inn,Christina,4.0,3,3,3
30610,Dockers Inn,Christina,2.0,3,2,3
30611,Dockers Inn,John,3.0,2,3,2
30612,Dockers Inn,A Traveler,5.0,5,4,4
30613,Dockers Inn,Heath M,4.0,3,4,3
30614,Dockers Inn,A Traveler,5.0,5,4,5
30615,Dockers Inn,A Traveler,5.0,4,4,4
30616,Dockers Inn,A Traveler,5.0,4,5,5
30617,Dockers Inn,CAROLYN,5.0,4,4,5
30618,Dockers Inn,A Traveler,4.0,5,5,3
30619,Dockers Inn,A Traveler,4.0,3,4,3
30620,Dockers Inn,matt10e,4.0,3,5,3
30621,Dockers Inn,A Traveler,2.0,2,2,3
30622,Dockers Inn,Jane Z,5.0,4,4,5
30623,Dockers Inn,A Traveler,3.0,2,2,3
30624,Dockers Inn,A Traveler,4.0,3,4,5
30625,Dockers Inn,A Traveler,3.0,4,2,3
30626,Dockers Inn,A Traveler,4.0,5,3,3
30627,Dockers Inn,A Traveler,5.0,5,5,5
30628,Dockers Inn,Alee Wilson,5.0,5,4,5
30629,Dockers Inn,A Traveler,5.0,4,4,5
30630,Dockers Inn,A Traveler,4.0,3,3,5
30631,Dockers Inn,A Traveler,2.0,2,2,2
30632,Dockers Inn,A Traveler,5.0,4,5,4
30633,Dockers Inn,A Traveler,4.0,3,5,5
30634,Dockers Inn,Jerry,5.0,4,4,4
30635,Dockers Inn,A Traveler,4.0,5,3,3
30636,Dockers Inn,A Traveler,5.0,4,5,5
30637,Dockers Inn,A Traveler,4.0,3,4,4
30638,Dockers Inn,A Traveler,5.0,5,5,4
30639,Dockers Inn,A Traveler,5.0,4,4,4
30640,Dockers Inn,A Traveler,4.0,3,3,3
30641,Dockers Inn,A Traveler,4.0,5,4,4
30642,Dockers Inn,Deafzp,2.0,3,3,1
30643,Dockers Inn,A Traveler,5.0,4,5,5
30644,Dockers Inn,David LaMere,5.0,4,5,5
30645,Dockers Inn,A Traveler,5.0,4,4,5
30646,Dockers Inn,A Traveler,5.0,5,4,4
30647,Dockers Inn,A Traveler,4.0,3,3,3
30648,Dockers Inn,A Traveler,5.0,5,4,5
30649,Dockers Inn,Alee Wilson,5.0,5,5,5
30650,Dockers Inn,h,4.0,3,5,5
30651,Dockers Inn,jweir62,5.0,4,4,4
30652,Dockers Inn,A Traveler,4.0,3,5,3
30653,Dockers Inn,A Traveler,4.0,5,4,5
30654,Dockers Inn,Pipsroadtrips,3.0,3,2,4
30655,Dockers Inn,Mike B,4.0,5,3,4
30656,Dockers Inn,A Traveler,5.0,4,5,4
30657,Dockers Inn,A Traveler,5.0,4,4,4
30658,Dockers Inn,A Traveler,4.0,5,5,4
30659,Dockers Inn,A Traveler,4.0,4,4,5
30660,Dockers Inn,A Traveler,4.0,3,3,5
30661,Dockers Inn,A Traveler,5.0,4,5,4
30662,Dockers Inn,A Traveler,4.0,5,4,5
30663,Dockers Inn,A Traveler,5.0,4,4,5
30664,Dockers Inn,Kara B,4.0,4,5,4
30665,Dockers Inn,A Traveler,5.0,5,5,5
30666,Dockers Inn,A Traveler,4.0,5,4,3
30667,Dockers Inn,A Traveler,5.0,4,4,4
30668,Dockers Inn,A Traveler,3.0,4,4,2
30669,Dockers Inn,A Traveler,4.0,3,4,3
30670,Spring Bay Inn,xxxxxxxxxxxxxx,0.0,1,1,1
30671,Days Inn,Contributor,1.0,1,1,2
30672,Days Inn,648margel,1.0,1,2,2
30673,Days Inn,readerboehm,3.0,3,4,2
30674,Days Inn,Martin B,5.0,4,4,4
30675,Days Inn,Shehulk86,4.0,4,5,3
30676,Days Inn,Brooklyn M,5.0,4,5,4
30677,Days Inn,Q3500XOjackieg,5.0,4,4,5
30678,Days Inn,Dan Carr,5.0,4,5,4
30679,Days Inn,TILLYFARLAR,4.0,5,4,3
30680,Days Inn,leroyd309,4.0,3,5,4
30681,Days Inn,Sheryl B,3.0,2,3,3
30682,Days Inn,palaminum,4.0,4,3,3
30683,Days Inn,Chris D,4.0,4,4,5
30684,Days Inn,Dishon67,4.0,3,5,5
30685,Days Inn,D3656HMdavidb,4.0,4,3,5
30686,Days Inn,RAP326,5.0,4,5,4
30687,Days Inn,140edw,3.0,4,2,3
30688,Days Inn,mariecC7261SC,5.0,5,4,4
30689,Days Inn,Carmen Thomas,5.0,5,4,5
30690,Days Inn,Evie Coscia,5.0,5,4,4
30691,Days Inn,Carmen Thomas,5.0,4,4,4
30692,Days Inn,Earl P,5.0,4,4,5
30693,Days Inn,Mwilliford,3.0,2,4,4
30694,Days Inn,Evie Coscia,3.0,2,2,4
30695,Days Inn,Dan Carr,3.0,2,4,2
30696,Candlewood Suites Eugene Springfield,Dorothy,6.3,5,5,5
30697,Candlewood Suites Eugene Springfield,John,9.2,1,5,1
30698,Candlewood Suites Eugene Springfield,CPerez820,5.0,4,4,4
30699,Candlewood Suites Eugene Springfield,Michael,7.5,3,4,5
30700,Candlewood Suites Eugene Springfield,Cindy S,4.0,4,3,5
30701,Candlewood Suites Eugene Springfield,jaigranny,4.0,5,3,4
30702,Candlewood Suites Eugene Springfield,John,9.2,5,1,5
30703,Candlewood Suites Eugene Springfield,Anonymous,8.8,3,3,5
30704,Candlewood Suites Eugene Springfield,Marion,10.0,5,3,2
30705,Candlewood Suites Eugene Springfield,Kelly,9.2,4,2,3
30706,Candlewood Suites Eugene Springfield,jeremyshearmur,4.0,4,4,4
30707,Candlewood Suites Eugene Springfield,Anonymous,9.2,3,3,2
30708,Candlewood Suites Eugene Springfield,Lori,9.2,4,1,3
30709,Candlewood Suites Eugene Springfield,Richard,10.0,5,1,3
30710,Candlewood Suites Eugene Springfield,Joseph,2.5,3,3,3
30711,Candlewood Suites Eugene Springfield,LindaFraubie,4.0,3,5,3
30712,Candlewood Suites Eugene Springfield,Susan,9.6,1,5,2
30713,Candlewood Suites Eugene Springfield,Taylan,10.0,3,4,1
30714,Candlewood Suites Eugene Springfield,Anonymous,7.9,2,2,2
30715,Candlewood Suites Eugene Springfield,Paau,5.8,5,5,5
30716,Candlewood Suites Eugene Springfield,Anonymous,9.2,2,4,2
30717,Candlewood Suites Eugene Springfield,Sharon,10.0,4,2,1
30718,Candlewood Suites Eugene Springfield,Joni,10.0,5,4,4
30719,Candlewood Suites Eugene Springfield,James,9.6,4,5,2
30720,Candlewood Suites Eugene Springfield,John,9.2,1,4,3
30721,Candlewood Suites Eugene Springfield,Philip,10.0,1,1,2
30722,Candlewood Suites Eugene Springfield,Susan O,5.0,4,5,5
30723,Candlewood Suites Eugene Springfield,Laurie,10.0,2,1,1
30724,Candlewood Suites Eugene Springfield,Corrine,10.0,3,4,1
30725,Candlewood Suites Eugene Springfield,Uo,6.7,5,5,5
30726,Candlewood Suites Eugene Springfield,Samantha,7.9,2,4,1
30727,Candlewood Suites Eugene Springfield,Helen,10.0,5,3,5
30728,Candlewood Suites Eugene Springfield,Polly,10.0,3,4,3
30729,Candlewood Suites Eugene Springfield,Chris,9.6,2,1,5
30730,Candlewood Suites Eugene Springfield,Barbara,10.0,3,5,1
30731,Candlewood Suites Eugene Springfield,Katherine,10.0,1,3,5
30732,Candlewood Suites Eugene Springfield,Jason,10.0,2,1,5
30733,Candlewood Suites Eugene Springfield,Tishia,8.8,5,4,3
30734,Candlewood Suites Eugene Springfield,John,9.6,2,2,3
30735,Candlewood Suites Eugene Springfield,Roger,6.3,5,5,5
30736,Candlewood Suites Eugene Springfield,Laura,6.7,5,5,5
30737,Candlewood Suites Eugene Springfield,Rachel,8.8,5,4,3
30738,Candlewood Suites Eugene Springfield,Erin,9.2,4,3,5
30739,Candlewood Suites Eugene Springfield,Nathanael,9.2,3,5,4
30740,Candlewood Suites Eugene Springfield,Mrs,7.5,1,5,2
30741,Candlewood Suites Eugene Springfield,Pam V,5.0,5,4,5
30742,Candlewood Suites Eugene Springfield,Marianne,9.2,4,4,1
30743,Candlewood Suites Eugene Springfield,Walker,8.8,3,3,1
30744,Candlewood Suites Eugene Springfield,Abubaker,9.2,1,2,3
30745,Candlewood Suites Eugene Springfield,Barbara,10.0,2,4,2
30746,Candlewood Suites Eugene Springfield,Elisa,9.2,3,1,4
30747,Candlewood Suites Eugene Springfield,Joy,8.3,2,2,2
30748,Candlewood Suites Eugene Springfield,Anonymous,6.7,5,5,5
30749,Candlewood Suites Eugene Springfield,Anonymous,10.0,4,4,4
30750,Candlewood Suites Eugene Springfield,Kelsey,9.6,4,5,2
30751,Candlewood Suites Eugene Springfield,Tara,10.0,3,1,2
30752,Candlewood Suites Eugene Springfield,Onegirl4,5.0,5,4,4
30753,Candlewood Suites Eugene Springfield,DarcyGauthier,8.8,5,3,1
30754,Candlewood Suites Eugene Springfield,David,9.2,3,2,1
30755,Candlewood Suites Eugene Springfield,Jeanette,10.0,3,4,2
30756,Candlewood Suites Eugene Springfield,Florian,9.6,3,4,3
30757,Candlewood Suites Eugene Springfield,Robert,8.8,3,4,3
30758,Candlewood Suites Eugene Springfield,John,8.3,4,4,3
30759,Candlewood Suites Eugene Springfield,Dan C,5.0,5,5,5
30760,Candlewood Suites Eugene Springfield,Brenda,6.3,5,5,5
30761,Candlewood Suites Eugene Springfield,Elizabeth,10.0,1,2,5
30762,Candlewood Suites Eugene Springfield,Araceli,6.7,5,5,5
30763,Candlewood Suites Eugene Springfield,Anonymous,9.6,5,2,3
30764,Candlewood Suites Eugene Springfield,John,10.0,2,4,5
30765,Candlewood Suites Eugene Springfield,Deea,9.6,3,3,2
30766,Candlewood Suites Eugene Springfield,Unhappy,4.6,5,3,4
30767,Candlewood Suites Eugene Springfield,Shelly,7.5,5,3,1
30768,Candlewood Suites Eugene Springfield,Wendy,7.5,2,4,5
30769,Candlewood Suites Eugene Springfield,Martha,9.6,2,2,4
30770,Candlewood Suites Eugene Springfield,Michael,10.0,5,5,4
30771,Candlewood Suites Eugene Springfield,Thomas,7.0,2,3,4
30772,Candlewood Suites Eugene Springfield,Stephen S,5.0,5,5,5
30773,Candlewood Suites Eugene Springfield,David,10.0,4,3,2
30774,Candlewood Suites Eugene Springfield,Cyndie,9.2,5,2,5
30775,Candlewood Suites Eugene Springfield,Samantha,8.3,1,1,2
30776,Candlewood Suites Eugene Springfield,P,8.8,4,5,4
30777,Candlewood Suites Eugene Springfield,Michael,9.5,5,1,1
30778,Candlewood Suites Eugene Springfield,Anonymous,5.4,4,4,5
30779,Candlewood Suites Eugene Springfield,Justin,8.3,1,4,3
30780,Anaheim Marriott Suites,Ruben A,5.0,4,4,5
30781,Anaheim Marriott Suites,ray,4.0,4,5,4
30782,Anaheim Marriott Suites,ray,3.0,2,2,3
30783,Anaheim Marriott Suites,james,5.0,5,5,5
30784,Anaheim Marriott Suites,Susie,4.0,5,4,5
30785,Anaheim Marriott Suites,A Traveler,4.0,5,5,5
30786,Anaheim Marriott Suites,Gary O,4.0,3,3,5
30787,Anaheim Marriott Suites,Zoe,4.0,5,4,4
30788,Anaheim Marriott Suites,ACo1125,5.0,4,4,5
30789,Anaheim Marriott Suites,John,4.0,3,4,3
30790,Anaheim Marriott Suites,devilsquid01,5.0,5,5,4
30791,Anaheim Marriott Suites,A Traveler,5.0,5,4,5
30792,Anaheim Marriott Suites,A Traveler,3.0,4,2,3
30793,Anaheim Marriott Suites,Janice,3.0,4,2,4
30794,Anaheim Marriott Suites,Deborah,5.0,5,4,5
30795,Anaheim Marriott Suites,A Traveler,2.0,3,2,1
30796,Anaheim Marriott Suites,N,4.0,4,4,5
30797,Anaheim Marriott Suites,Douglas,4.0,4,3,5
30798,Anaheim Marriott Suites,Marriott,3.0,4,4,4
30799,Anaheim Marriott Suites,Frank garcia,5.0,5,5,4
30800,Anaheim Marriott Suites,SOLOMON,5.0,5,4,5
30801,Anaheim Marriott Suites,Tree D,5.0,5,4,5
30802,Anaheim Marriott Suites,A Traveler,5.0,5,5,5
30803,Anaheim Marriott Suites,A Traveler,5.0,5,5,5
30804,Anaheim Marriott Suites,Ali A,5.0,4,5,5
30805,Anaheim Marriott Suites,tarheelindc,5.0,4,4,5
30806,Anaheim Marriott Suites,Raoul L,5.0,5,4,4
30807,Anaheim Marriott Suites,Krishnan R,5.0,4,4,5
30808,Anaheim Marriott Suites,gautam,3.0,4,3,4
30809,Anaheim Marriott Suites,Gabino M,5.0,5,5,5
30810,Anaheim Marriott Suites,Dennis,4.0,4,5,4
30811,Anaheim Marriott Suites,MKNong,4.0,5,4,5
30812,Anaheim Marriott Suites,A Traveler,5.0,5,4,4
30813,Anaheim Marriott Suites,Mike M,5.0,4,4,5
30814,Anaheim Marriott Suites,Jill,3.0,2,3,3
30815,Anaheim Marriott Suites,aricafort27,5.0,4,5,4
30816,Anaheim Marriott Suites,Celia,3.0,3,2,2
30817,Anaheim Marriott Suites,Sean B,5.0,4,4,5
30818,Anaheim Marriott Suites,Chris C,5.0,5,5,5
30819,Anaheim Marriott Suites,ddunning300,4.0,4,5,5
30820,Anaheim Marriott Suites,Verenaisi,5.0,4,4,5
30821,Anaheim Marriott Suites,Rebekah,4.0,4,3,4
30822,Anaheim Marriott Suites,Robert,5.0,5,4,5
30823,Anaheim Marriott Suites,JomaxRoad,5.0,4,4,4
30824,Anaheim Marriott Suites,Roger,4.0,3,3,5
30825,Anaheim Marriott Suites,A Traveler,4.0,5,4,3
30826,Anaheim Marriott Suites,Jewell M,5.0,4,4,5
30827,Anaheim Marriott Suites,Perry,3.0,2,2,4
30828,Anaheim Marriott Suites,eliseo m,5.0,4,5,4
30829,Anaheim Marriott Suites,A Traveler,5.0,4,4,4
30830,Anaheim Marriott Suites,A Traveler,4.0,5,5,3
30831,Anaheim Marriott Suites,Jasmin T,5.0,5,5,4
30832,Anaheim Marriott Suites,Zeitungsfuzzi,4.0,4,5,4
30833,Anaheim Marriott Suites,B,5.0,5,5,5
30834,Anaheim Marriott Suites,Jeremy,5.0,4,4,5
30835,Anaheim Marriott Suites,Michael,4.0,3,5,5
30836,Anaheim Marriott Suites,Yuliya,5.0,4,5,5
30837,Anaheim Marriott Suites,Yuliya,1.0,1,1,1
30838,Anaheim Marriott Suites,Christopher H,5.0,4,4,5
30839,Anaheim Marriott Suites,Christopher H,4.0,3,5,3
30840,Anaheim Marriott Suites,richard,5.0,5,4,4
30841,Anaheim Marriott Suites,peter a,3.0,3,4,3
30842,Anaheim Marriott Suites,peter a,5.0,5,4,4
30843,Anaheim Marriott Suites,Whitney,5.0,5,4,5
30844,Anaheim Marriott Suites,A Traveler,5.0,5,4,5
30845,Anaheim Marriott Suites,AZEcks,3.0,3,3,2
30846,Anaheim Marriott Suites,Melissa G,5.0,5,4,5
30847,Anaheim Marriott Suites,Peter,3.0,3,3,3
30848,Anaheim Marriott Suites,Rena T,5.0,5,4,4
30849,Anaheim Marriott Suites,Rena T,4.0,5,4,5
30850,Anaheim Marriott Suites,joe D.,4.0,4,4,3
30851,Anaheim Marriott Suites,A Traveler,5.0,4,4,5
30852,Anaheim Marriott Suites,Eric,5.0,5,5,4
30853,Anaheim Marriott Suites,tulipKSA,4.0,3,4,4
30854,Anaheim Marriott Suites,ecdreamz,4.0,5,3,3
30855,Anaheim Marriott Suites,aDisneyGuy,4.0,3,3,4
30856,Anaheim Marriott Suites,aDisneyGuy,4.0,5,5,4
30857,Anaheim Marriott Suites,corycastro,5.0,5,5,4
30858,Anaheim Marriott Suites,Roni V,5.0,4,4,4
30859,Anaheim Marriott Suites,j,4.0,4,5,4
30860,Anaheim Marriott Suites,Matt,4.0,4,4,4
30861,Anaheim Marriott Suites,Regina,5.0,4,4,5
30862,Anaheim Marriott Suites,TiredTravelDude,5.0,4,5,4
30863,Anaheim Marriott Suites,irishgx,5.0,4,4,4
30864,Anaheim Marriott Suites,gayesha f,5.0,5,5,5
30865,Anaheim Marriott Suites,Jose Buenrostro,4.0,5,5,3
30866,Anaheim Marriott Suites,Jose Buenrostro,4.0,5,3,3
30867,Anaheim Marriott Suites,LibsterP,4.0,3,5,5
30868,Anaheim Marriott Suites,A Traveler,5.0,5,4,4
30869,Anaheim Marriott Suites,A Traveler,3.0,3,4,4
30870,Anaheim Marriott Suites,richard,4.0,5,5,4
30871,Anaheim Marriott Suites,Vicki W,4.0,4,3,3
30872,Anaheim Marriott Suites,A Traveler,3.0,4,3,2
30873,Anaheim Marriott Suites,A Traveler,5.0,4,4,4
30874,Anaheim Marriott Suites,A Traveler,4.0,3,5,4
30875,Anaheim Marriott Suites,HUMBERTO,4.0,3,5,5
30876,Anaheim Marriott Suites,HotelHoundd,4.0,3,3,4
30877,Anaheim Marriott Suites,Elizabeth C,5.0,4,5,5
30878,Anaheim Marriott Suites,Gorudo,3.0,2,2,3
30879,Anaheim Marriott Suites,b,4.0,3,4,3
30880,Anaheim Marriott Suites,k e,4.0,4,3,5
30881,Anaheim Marriott Suites,A Traveler,4.0,3,5,3
30882,Anaheim Marriott Suites,A Traveler,5.0,5,5,5
30883,Anaheim Marriott Suites,SanDiegoBusyWoman,4.0,5,5,4
30884,Anaheim Marriott Suites,ji394su3,4.0,3,5,5
30885,Anaheim Marriott Suites,B,3.0,2,4,3
30886,Anaheim Marriott Suites,B,4.0,3,4,3
30887,Anaheim Marriott Suites,Kelly,1.0,1,2,2
30888,Anaheim Marriott Suites,Bruce,4.0,4,5,4
30889,Anaheim Marriott Suites,Dwong2010,3.0,3,3,3
30890,Anaheim Marriott Suites,Dwong2010,5.0,5,4,4
30891,Anaheim Marriott Suites,reemard,5.0,4,5,5
30892,Anaheim Marriott Suites,reemard,3.0,2,3,4
30893,Anaheim Marriott Suites,bambam97,5.0,5,5,4
30894,Anaheim Marriott Suites,Tommy M,3.0,3,3,3
30895,Anaheim Marriott Suites,SMD85,5.0,5,5,4
30896,Anaheim Marriott Suites,SMD85,2.0,3,1,3
30897,Anaheim Marriott Suites,ellesfuller,5.0,5,5,5
30898,Anaheim Marriott Suites,A Traveler,3.0,4,3,2
30899,Anaheim Marriott Suites,Timothy,4.0,4,5,4
30900,Anaheim Marriott Suites,Kelsey C,5.0,4,4,4
30901,Anaheim Marriott Suites,josephsJ4313QA,5.0,4,4,5
30902,Anaheim Marriott Suites,Dana V,5.0,4,5,4
30903,Anaheim Marriott Suites,Maria Carmen,5.0,5,5,4
30904,Anaheim Marriott Suites,Laura R,5.0,5,5,5
30905,Anaheim Marriott Suites,Andrea M,5.0,5,4,5
30906,Anaheim Marriott Suites,A Traveler,5.0,4,4,5
30907,Anaheim Marriott Suites,jjmfamily,5.0,5,4,5
30908,Anaheim Marriott Suites,jjmfamily,3.0,3,3,2
30909,Anaheim Marriott Suites,JomaxRoad,5.0,4,5,4
30910,Anaheim Marriott Suites,K D,5.0,5,4,4
30911,Anaheim Marriott Suites,Maria,4.0,3,5,3
30912,Anaheim Marriott Suites,nicola123254,5.0,5,5,5
30913,Anaheim Marriott Suites,Sabrina R,4.0,3,5,4
30914,Anaheim Marriott Suites,A Traveler,5.0,5,5,4
30915,Anaheim Marriott Suites,Michael A,5.0,5,4,5
30916,Anaheim Marriott Suites,Sherri H,5.0,5,4,5
30917,Anaheim Marriott Suites,Sally D,4.0,3,4,3
30918,Anaheim Marriott Suites,201kirstin,3.0,2,3,4
30919,Anaheim Marriott Suites,Ann,5.0,4,4,5
30920,Anaheim Marriott Suites,A Traveler,5.0,5,5,4
30921,Anaheim Marriott Suites,Jorge,4.0,4,3,3
30922,Anaheim Marriott Suites,Lbcfem13,5.0,5,5,4
30923,Anaheim Marriott Suites,Luke S,5.0,4,5,4
30924,Anaheim Marriott Suites,Charmie091,4.0,3,3,5
30925,Anaheim Marriott Suites,Hayley R,2.0,3,2,1
30926,Anaheim Marriott Suites,HankW80,5.0,5,4,5
30927,Anaheim Marriott Suites,buffy0182,5.0,4,5,4
30928,Anaheim Marriott Suites,buffy0182,4.0,3,3,3
30929,Anaheim Marriott Suites,A Traveler,5.0,4,4,5
30930,Anaheim Marriott Suites,A Traveler,4.0,4,5,3
30931,Anaheim Marriott Suites,Christine,5.0,4,4,4
30932,Anaheim Marriott Suites,ThemeParkConnection,5.0,4,4,5
30933,Anaheim Marriott Suites,LeaderInAction,5.0,5,4,4
30934,Anaheim Marriott Suites,awm1,5.0,5,5,4
30935,Anaheim Marriott Suites,Triangles2004,4.0,5,5,3
30936,Anaheim Marriott Suites,Triangles2004,5.0,5,4,4
30937,Anaheim Marriott Suites,Triangles2004,5.0,4,4,4
30938,Anaheim Marriott Suites,Irene B,5.0,5,5,4
30939,Anaheim Marriott Suites,Kathie B,5.0,5,5,4
30940,Anaheim Marriott Suites,j k,4.0,5,5,4
30941,Anaheim Marriott Suites,Kyle F,5.0,5,4,4
30942,Anaheim Marriott Suites,LittleSFTraveler,5.0,5,4,5
30943,Anaheim Marriott Suites,William M,5.0,4,5,5
30944,Anaheim Marriott Suites,DrSteve818,5.0,5,5,4
30945,Anaheim Marriott Suites,KayLGermany,5.0,4,5,4
30946,Anaheim Marriott Suites,Gail,3.0,4,2,4
30947,Anaheim Marriott Suites,Solanok,5.0,5,5,4
30948,Anaheim Marriott Suites,Kristen,5.0,4,4,5
30949,Anaheim Marriott Suites,travelinpuppy,1.0,2,1,2
30950,Anaheim Marriott Suites,Mitchelle G,5.0,5,5,4
30951,Anaheim Marriott Suites,JLH_Colorado,5.0,4,4,4
30952,Anaheim Marriott Suites,Brookelyyyynn,4.7,3,4,4
30953,Anaheim Marriott Suites,beth w,5.0,5,4,5
30954,Anaheim Marriott Suites,kristen P,1.0,1,1,1
30955,Anaheim Marriott Suites,Meeko V,1.0,2,1,1
30956,Anaheim Marriott Suites,Jerry L,5.0,5,4,5
30957,Anaheim Marriott Suites,Katy F,5.0,5,4,5
30958,Anaheim Marriott Suites,criss994,1.0,1,2,2
30959,Anaheim Marriott Suites,A Traveler,4.0,3,3,3
30960,Anaheim Marriott Suites,tin509,5.0,5,5,4
30961,Anaheim Marriott Suites,MHadfield33,5.0,4,5,4
30962,Anaheim Marriott Suites,A Traveler,5.0,4,4,5
30963,Anaheim Marriott Suites,BeyondTheSeen,5.0,5,4,5
30964,Anaheim Marriott Suites,Kimberlie H,3.0,4,3,2
30965,Anaheim Marriott Suites,A Traveler,4.0,5,3,4
30966,Anaheim Marriott Suites,Kapua14,5.0,4,4,4
30967,Anaheim Marriott Suites,Jill K,5.0,4,4,5
30968,Anaheim Marriott Suites,Brittany H,5.0,5,5,5
30969,Anaheim Marriott Suites,Jean C,5.0,5,4,5
30970,Anaheim Marriott Suites,Chris D,5.0,5,5,5
30971,Anaheim Marriott Suites,Camacho14,5.0,5,4,4
30972,Anaheim Marriott Suites,SoftwareGeek12,5.0,5,5,4
30973,Anaheim Marriott Suites,A Traveler,4.0,4,4,5
30974,Anaheim Marriott Suites,Alisparks,3.0,3,3,2
30975,Anaheim Marriott Suites,manny128,5.0,5,5,5
30976,Anaheim Marriott Suites,Vipul G,5.0,5,4,5
30977,Anaheim Marriott Suites,Scott F,5.0,4,4,4
30978,Anaheim Marriott Suites,Eric E,5.0,5,5,5
30979,Anaheim Marriott Suites,Devone S,5.0,4,5,5
30980,Anaheim Marriott Suites,A Traveler,5.0,4,5,5
30981,Anaheim Marriott Suites,LMRiley07,5.0,5,5,4
30982,Anaheim Marriott Suites,LMRiley07,4.0,3,3,5
30983,Anaheim Marriott Suites,LMRiley07,4.0,5,5,5
30984,Anaheim Marriott Suites,eric186,5.0,4,4,4
30985,Anaheim Marriott Suites,A Traveler,3.0,2,2,2
30986,Anaheim Marriott Suites,A Traveler,4.0,5,3,5
30987,Anaheim Marriott Suites,George A,5.0,4,5,4
30988,Anaheim Marriott Suites,Steve K,4.0,3,3,5
30989,Anaheim Marriott Suites,riam77,5.0,4,5,5
30990,Anaheim Marriott Suites,Jerome,4.0,3,5,4
30991,Anaheim Marriott Suites,Jerome,1.0,1,1,2
30992,Anaheim Marriott Suites,Frank L,5.0,5,5,5
30993,Anaheim Marriott Suites,clwborges,5.0,5,5,5
30994,Anaheim Marriott Suites,boymomdfw,5.0,5,4,4
30995,Anaheim Marriott Suites,madaughters,5.0,5,4,5
30996,Anaheim Marriott Suites,Brenda M,5.0,4,4,5
30997,Anaheim Marriott Suites,Orangesustud,5.0,5,5,4
30998,Anaheim Marriott Suites,Sean O,5.0,4,5,5
30999,Anaheim Marriott Suites,Deborah D,4.0,5,4,3
31000,Anaheim Marriott Suites,Deborah D,4.0,5,4,5
31001,Anaheim Marriott Suites,Bern D,4.0,3,5,5
31002,Anaheim Marriott Suites,KASGirl,4.0,4,4,5
31003,Anaheim Marriott Suites,Anela P,5.0,5,5,5
31004,Anaheim Marriott Suites,Eric B,5.0,5,4,5
31005,Anaheim Marriott Suites,Megan,5.0,5,5,5
31006,Anaheim Marriott Suites,Jbshkg,3.0,4,4,2
31007,Anaheim Marriott Suites,Claire b,2.0,3,1,1
31008,Anaheim Marriott Suites,Hammerman12333,5.0,4,4,5
31009,Anaheim Marriott Suites,Katie A,5.0,5,4,4
31010,Anaheim Marriott Suites,JEBinMD,4.0,5,4,3
31011,Anaheim Marriott Suites,DizWiz99,4.0,3,3,5
31012,Anaheim Marriott Suites,Astrid G,5.0,4,5,5
31013,Anaheim Marriott Suites,pandaguy2016,5.0,4,5,5
